word	score
외교관	8.431908795437205e-07
경영진	9.10910994316946e-07
전산직	1.071659993314054e-07
영향력	1.2101911850438688e-07
김창룡	3.8855938581167104e-07
위원들	3.1928855246535216e-07
공권력	1.29519795270557e-07
깃대봉	8.270239845575294e-07
동식물	8.428127868348936e-07
조롱박	8.249034102381512e-06
계곡물	6.758662394808381e-07
지서장	8.071056949143979e-08
출발점	8.071056949143979e-08
인민군	2.8248699322003924e-07
위험성	6.997480522991967e-07
인간들	1.210658542371597e-07
사상범	3.2284227796575917e-07
이채윤	6.565557754956714e-06
김홍집	6.119528016168895e-07
시찰단	2.622654864072383e-07
김만식	1.210658542371597e-07
조용문	8.789954371390136e-07
야당의	5.844838195150805e-07
특검보	1.4383180145585108e-06
마무리	1.3391465257209844e-06
법조인	3.052299146042496e-07
프랑스	5.200492883796857e-07
3학년	1.42764696355443e-06
불투명	6.724756061724059e-07
불가능	8.556390281378371e-07
디자인	1.2682899894830268e-05
불합리	1.071659993314054e-07
불공정	2.6809360832739916e-06
피의자	9.523038766268159e-07
영업점	9.038172542786235e-06
경찰서	3.2790257818479135e-06
인터뷰	1.309432687654016e-06
거창군	2.805630784821619e-06
개항장	4.3710914401206386e-07
청산리	2.071109420555015e-06
스캐너	1.451162296017784e-06
서울시	4.268848730362127e-06
청와대	2.4009517827324203e-06
사이트	8.745817414912416e-06
전시회	2.058243318626897e-06
광화문	3.431651692605879e-07
행사장	9.921820289873234e-07
시상식	1.7896248074342489e-06
의정부	3.9171806493900805e-07
국내외	3.196893034636305e-06
의견서	4.034853637034436e-07
아시아	2.7830602749629373e-06
경기권	1.071659993314054e-07
1단원	1.1517147851773711e-06
6학년	1.5356197135698283e-06
상하이	1.3005999077039476e-06
kfc	1.0723744333095966e-05
공청회	3.2716508134869047e-06
초지진	2.622654864072383e-07
제1조	1.7484365760482554e-07
피해자	3.2574854391380807e-07
기념행	1.6284026482243248e-06
중립적	3.777969080500822e-07
지난해	7.156944040578045e-06
액면가	2.3066581699138567e-06
지진대	1.307773699158045e-06
단백질	1.2517989493886343e-06
남로당	1.6142113898287959e-07
3사건	1.6142113898287959e-07
안정적	1.1226814169031705e-06
조직적	7.287000478063907e-07
체계적	1.5419695724804332e-06
계약직	1.6074899899710807e-07
시스템	7.750660750284652e-06
장학금	1.0393799442755844e-05
금융권	4.082481669036626e-06
상품권	2.899525559748151e-06
은행권	9.281811694491688e-06
d등급	2.254992967239806e-06
포옹신	5.026755156138734e-06
책임감	3.381005118537084e-07
전문성	2.6791499832851346e-07
대화숙	4.439081322029189e-07
플랫폼	1.1375277756801232e-06
이메일	3.553871205964486e-05
공기업	4.413169248220268e-06
우위성	1.191527148121774e-06
대가성	6.383394396809093e-07
문제점	4.5769546544918506e-07
탁본집	1.699184841511685e-06
자격증	2.3880097485440286e-06
솔루션	4.001654946799547e-06
자외선	2.6466088088135294e-06
1주년	3.316621958689474e-07
조선인	1.2075469225966227e-06
백마강	1.8850331835520255e-06
공사관	4.3710914401206386e-07
최익현	3.496873152096511e-07
제품들	2.7519355038062225e-06
판매망	1.5887028641623654e-06
고품질	6.76785467670651e-07
시민들	9.43555537817918e-06
드러났	2.6336381369023737e-07
레슬링	7.215280026685016e-06
a등급	1.127496483619903e-06
불이익	3.571979654096395e-07
b등급	7.516643224132686e-07
c등급	1.127496483619903e-06
우체국	4.65193602238392e-06
판매권	3.7070799582566586e-06
신기술	3.191548053040201e-06
빨치산	8.936453610913306e-07
북조선	3.5745814443653226e-07
3만원	6.454146070223827e-07
인쇄청	3.5745814443653226e-07
유니폼	1.3306493905212686e-06
조형물	6.028544292443163e-06
방앗간	1.050507074263056e-06
지하철	3.9554794671255614e-06
민간인	8.196662487601208e-07
수사권	6.847383542425909e-07
연구진	8.677547579861575e-07
핵실험	9.745991281137618e-07
선생님	2.56601187521349e-07
착취물	3.316621958689474e-07
개천절	4.422162611585966e-07
스타일	2.684153371468587e-06
만주국	6.134865179116685e-07
대리인	3.3052636643104006e-06
오장동	1.2405359768362943e-06
영등포	8.80033746138026e-07
추천권	8.165287563271041e-07
우수성	4.283786018546991e-07
코스튬	5.188908548272242e-06
동대문	1.9834299013124477e-07
남양주	1.9834299013124477e-07
수상작	3.770066367104051e-06
실루엣	9.331694847328925e-07
신제품	1.9149543451957084e-06
보은산	2.7034649579233526e-06
초당림	3.3793311974041914e-06
산책길	1.3517324789616763e-06
결성안	8.071056949143979e-08
안전성	8.862598622393361e-07
관세권	1.7484365760482554e-07
성리학	2.622654864072383e-07
고액권	4.5893342367029817e-07
휴대폰	1.098053453276718e-06
요판화	2.7614792274066866e-06
동메달	3.4784256820553005e-06
적라촌	4.3889813095890724e-07
블로그	3.076484029986548e-06
중앙아	3.872463231395766e-06
한글날	7.412605182835309e-07
안내도	7.569701882185388e-06
백제보	6.2834439451734185e-06
콘서트	2.8220379823936757e-06
제4조	1.7484365760482554e-07
문화관	2.8847661501267057e-06
제주도	3.2365268988344534e-07
그동안	3.0808907758363448e-06
증명서	3.1772435568413484e-06
양우회	6.724756061724059e-06
3단지	1.1741325912148868e-06
보수적	7.280216773209736e-07
지속적	3.990417834762247e-06
대표적	2.370903848721465e-06
합리적	1.6508054558062175e-06
본격적	1.7454871376840764e-06
적극적	2.632017190776223e-06
장기적	7.551814613744632e-07
공동체	2.357203070695755e-06
당사자	7.649292661045329e-07
기본적	1.8540904343703944e-06
실질적	1.5582145683488002e-06
상징적	1.066301893685697e-06
구체적	1.3525578119185782e-06
근대적	4.236392980756859e-07
차별적	7.856680814230016e-07
압도적	7.943514320811827e-07
최종적	1.3198834137089642e-06
전폭적	3.4317717234453445e-07
공무원	6.002989228618912e-07
전체적	1.0604091475343875e-06
세계적	1.2302810096983636e-06
과학적	2.59258196468297e-06
공제회	1.3449512123448117e-06
불법적	6.966941435563758e-07
수사관	2.1031646125560283e-07
구조적	2.0740861221131216e-07
일반적	1.2464819244218882e-06
연구원	4.609137150631838e-06
역사적	1.3070644922390267e-06
가해자	1.29519795270557e-07
식민지	3.851902174635122e-07
종합적	3.022490731544427e-07
책임자	2.96433492474373e-07
2만원	1.0194808148487812e-06
문화적	4.283786018546991e-07
매력적	3.6354646704203678e-06
정상적	1.1041036577760012e-06
직접적	5.958418022797183e-07
전통적	1.7484365760482554e-07
웹투어	2.6226548640723833e-06
소비자	5.3415234662959396e-06
청소년	6.526099188747322e-06
어린이	8.484745180020248e-06
전문가	4.458038994871645e-06
노동자	3.503390238478377e-07
투자자	1.7617044983869626e-06
피고인	2.689902424689624e-07
사용자	1.6491042846782566e-06
희생자	2.8248699322003924e-07
연맹원	1.573856105083076e-06
근무강	1.071659993314054e-07
공신력	1.191527148121774e-06
재학생	2.190659753282801e-06
위임장	3.3052636643104006e-06
주민들	4.842675216996656e-06
경영권	8.093710072254163e-07
최순실	3.5479863263766373e-06
부산항	9.617142656772833e-07
신동엽	4.308647276690343e-06
무신경	3.5745814443653226e-07
이승만	8.282118851478573e-07
붉은색	2.900397518408009e-06
퇴직금	8.789954371390136e-07
국가들	5.95763574060887e-07
출퇴근	1.071659993314054e-07
업무량	2.143319986628108e-07
압록강	2.453946071646675e-07
이사진	1.0844324958349047e-06
흥남집	2.4810719536725887e-06
도로명	1.324697829382443e-05
벌크선	2.474710230714454e-06
미군정	2.0177642372859947e-07
법무국	1.6142113898287959e-07
서중석	1.210658542371597e-07
오경석	2.622654864072383e-07
일본국	2.622654864072383e-07
단타성	1.892425470546347e-07
7만원	7.459147419336619e-07
택배원	2.197488592847534e-06
최소화	8.862598622393361e-07
형상화	1.279992869774286e-06
간소화	3.738033602681015e-06
상용화	1.9506414331994443e-06
나들이	3.1077236133330105e-06
생가터	1.6284026482243248e-06
와이어	2.513377578069367e-06
페이지	8.1838544460426e-06
손담비	6.308084901821157e-06
물놀이	6.758662394808383e-06
7월말	5.97260611560373e-07
핸즈온	9.462127352731735e-06
러시아	1.5173170296840989e-06
법리적	5.01891310441309e-07
개인적	2.6136544240403165e-07
내부적	6.876874149829125e-07
조달청	2.0531969949035207e-06
제3국	1.7484365760482554e-07
일주일	5.082280039243841e-07
서비스	1.7709798061825225e-05
문화재	8.285537544892128e-07
추기경	2.0672790298565017e-06
남한정	2.0177642372859947e-07
김수근	2.453946071646675e-07
이미지	6.493216494672671e-06
사회구	2.259973381138015e-06
쇼핑몰	6.978247912402668e-07
경무국	2.421317084743194e-07
출향인	6.583471964383608e-07
하급자	1.071659993314054e-07
대상자	2.5552708917248754e-06
수집인	6.425679027820486e-07
외교부	7.311927416799014e-07
변호사	3.974393407203594e-06
송혜교	4.468226805456652e-06
cic	2.421317084743194e-07
bbk	1.0405747142846372e-06
법조계	2.7097862240609723e-07
기능사	1.2920173895296344e-06
금융사	7.450098893801661e-07
이희태	2.453946071646675e-07
김정수	3.6809191074700116e-07
사거리	2.4938940309525505e-06
3mm	1.9149543451957084e-06
dna	1.2517989493886343e-06
쉐이퍼	2.234113402728326e-06
창간호	1.6142113898287959e-07
운전자	1.3293897933590044e-06
골드바	2.2402675137684646e-05
이벤트	8.906104503213208e-06
위변조	3.857229838183086e-06
데이터	1.030990363808559e-05
호랑이	2.424967311504113e-06
기념사	2.9045523118855984e-06
신소재	2.135258827386365e-06
신뢰도	5.527703264482457e-07
스스로	1.753137581803878e-06
아파트	4.412319117446908e-06
이음쇠	4.5958904284697e-06
사운드	1.8489484887269107e-06
근대화	2.622654864072383e-07
만인소	2.622654864072383e-07
먹거리	1.329085351117999e-06
관계자	7.758617468600431e-06
자회사	9.274697907140998e-07
홀마크	2.66499699599513e-06
시연회	3.102285803965637e-06
목소리	2.80982201757316e-07
성장세	6.568404442793699e-07
커리어	9.222245610271416e-07
한반도	2.820772605456523e-06
캐릭터	4.552235864316517e-06
fta	4.309442481871155e-06
시리즈	2.0407975261292425e-06
피로도	4.2630994758430416e-07
isa	7.622274470465098e-06
위원회	5.741612097865457e-06
신의주	1.399418780455572e-07
금시계	2.453946071646675e-07
건축계	4.90789214329335e-07
연구소	3.3611256356169714e-06
플랜트	5.212931273032761e-06
텍스트	1.5319634761565668e-06
활용도	1.892425470546347e-06
신메뉴	2.5431804742520077e-06
사업비	1.7688190055218455e-06
경기도	4.673057083849459e-05
플레이	1.8705847115812751e-06
란제리	1.4894089351522175e-06
일자리	1.0582038200955174e-05
보고회	1.1784334431973588e-06
자동차	8.781853622585845e-06
스위치	8.862598622393361e-07
krt	2.6226548640723833e-06
운요호	6.993746304193022e-07
천주교	4.3710914401206386e-07
김기수	1.7484365760482554e-07
민겸호	1.7484365760482554e-07
거문도	1.7484365760482554e-07
프린터	1.8966601729049947e-06
감독관	3.9668598026248954e-07
졸업생	1.1113887448559421e-06
유홍기	2.622654864072383e-07
양정모	1.3146372599079304e-05
대부분	6.909753500502296e-07
7시간	5.128176260043641e-07
히치콕	1.542984796128916e-06
머스크	6.805453134464748e-06
나주시	4.078579020850631e-06
전향자	3.2284227796575917e-07
사실상	1.231818484559608e-06
포인트	3.4190707602972508e-06
이용자	8.019331415591443e-06
디지털	1.4499607892749376e-06
재무부	3.5745814443653226e-07
대덕구	1.342480027803323e-06
오늘날	6.918832031932144e-07
스페인	1.4235058849242436e-06
회현동	6.518196407896242e-07
그리스	1.5471560268045355e-06
낙동강	2.2298026095585177e-07
2학년	1.6962182639663295e-06
한남대	3.3234744833975103e-06
